MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57676.200998  13.540  0.008 13930  108 o  0 2675.05 278.53578   9.56705  1559.16  9705.95 3.48 3.05  19.0 -0.546 18.00 18.47 02a57676o0046o
57676.202482  13.597  0.009 13225  114 o  0 1272.05 278.53578   9.56705  1539.82  9666.17 3.47 3.08  20.3 -0.545 18.09 18.66 02a57676o0049o
57676.210878  13.404  0.005 15785   81 o  0 5291.68 278.53578   9.56705  1596.39  9741.99 3.49 3.05  20.0 -0.534 18.41 19.26 02a57676o0066o
57676.224238  13.450  0.005 15140   82 o  0 4069.34 278.53578   9.56705  1616.71  9622.50 3.56 3.14  22.3 -0.521 18.38 19.23 02a57676o0091o
57676.239056  13.481  0.006 14712   93 o  0 4617.14 278.53578   9.56705  1576.92  9679.75 3.53 3.16  19.8 -0.527 18.31 19.06 02a57676o0120o
57680.203591  13.354  0.005 16537   76 o  0 5204.01 278.53578   9.56705  9346.67   816.91 3.85 2.94 -87.1 -0.491 18.66 19.83 02a57680o0051o
57680.204582  13.308  0.005 17256   78 o  0 7017.52 278.53578   9.56705  9327.42   777.67 3.81 2.93 -86.3 -0.500 18.74 19.98 02a57680o0053o
57680.208053  13.357  0.005 16491   76 o  0 6915.46 278.53578   9.56705  9383.52   855.47 3.75 2.92 -86.3 -0.503 18.92 20.32 02a57680o0060o
57680.209541  13.504  0.007 14402  107 o  0 1158.13 278.53578   9.56705  1839.73 10506.23 3.46 3.02  13.5 -0.537 18.92 20.33 02a57680o0063o
57680.223488  13.300  0.004 17377   73 o  0 11932.29 278.53578   9.56705  9405.08   736.52 3.70 2.94 -86.6 -0.510 19.01 20.50 02a57680o0091o
57680.226940  13.276  0.004 17771   67 o  0 14223.72 278.53578   9.56705  9365.54   795.44 3.72 3.06 -87.9 -0.511 19.01 20.51 02a57680o0098o
57680.228418  13.225  0.004 18617   73 o  0 9628.15 278.53578   9.56705  1919.28 10462.52 3.52 3.00  13.6 -0.539 18.96 20.42 02a57680o0101o
57680.249139 -14.582  0.108 -5334  576 o  0  31.67 278.53578   9.56705  1875.57 10521.40 3.58 3.09  14.8 -0.525 18.90 20.30 02a57680o0140o
57688.198462  13.937  0.005  9663   48 c  0 7699.65 278.53578   9.56705  2851.34  7504.28 3.88 3.71  42.8 -0.431 18.87 20.11 02a57688o0037c
57688.204529  13.906  0.004  9941   44 c  0 11722.64 278.53578   9.56705  2835.64  7465.19 3.87 3.71  41.4 -0.434 19.23 20.81 02a57688o0049c
57688.213714  13.928  0.005  9746   45 c  0 10634.44 278.53578   9.56705  2894.16  7541.56 3.76 3.61  39.4 -0.446 19.35 21.00 02a57688o0067c
57688.226388  13.926  0.005  9759   44 c  0 11183.82 278.53578   9.56705  2913.95  7423.76 3.66 3.52  37.2 -0.457 19.36 21.00 02a57688o0092c
57688.242606  13.906  0.004  9942   44 c  0 11664.87 278.53578   9.56705  2873.41  7481.21 3.86 3.72  47.4 -0.431 19.26 20.90 02a57688o0124c
57692.202151  13.717  0.004 11835   48 c  0 7195.88 278.53578   9.56705  9684.59  8312.25 4.36 4.23  87.2 -0.428 19.05 20.71 02a57692o0007c
57692.207354  13.740  0.004 11586   46 c  0 10969.82 278.53578   9.56705  9666.15  8272.06 4.16 4.01  89.4 -0.434 19.26 21.04 02a57692o0017c
57692.214656  13.735  0.004 11638   49 c  0 7127.40 278.53578   9.56705  9725.32  8349.13 4.42 4.13  80.8 -0.419 19.27 21.12 02a57692o0031c
57692.223495  16.953  0.419   601  252 c  0   0.64 278.53578   9.56705    29.72  8226.88 4.32 3.89  49.3 -0.427 19.25 21.05 02a57692o0048c
57692.225544  13.696  0.004 12070   46 c  0 10655.01 278.53578   9.56705  9744.31  8230.53 4.33 4.02  80.1 -0.433 19.29 21.11 02a57692o0052c
57692.239589  13.657  0.004 12507   47 c  0 9811.27 278.53578   9.56705  9703.33  8287.21 4.38 4.22  33.2 -0.430 19.24 21.09 02a57692o0079c
57696.215197  13.909  0.005  9920   46 c  0 10752.39 278.53578   9.56705  1136.82  8445.53 4.03 3.75  31.3 -0.445 19.16 20.76 02a57696o0074c
57696.229123  13.886  0.005 10126   47 c  0 7555.53 278.53578   9.56705  1114.40  8406.25 4.13 3.83  28.1 -0.433 19.12 20.70 02a57696o0101c
57696.245142  13.906  0.005  9947   47 c  0 7484.08 278.53578   9.56705  1168.70  8483.93 4.04 3.76  30.8 -0.439 19.07 20.60 02a57696o0132c
57852.628969  13.372  0.004 16259   65 o  0 6579.15 278.53578   9.56705  9290.19  1107.23 3.81 3.28 -88.9 -0.475 18.28 19.23 02a57852o0772o
57852.644713  13.594  0.011 13251  148 o  0 1006.07 278.53578   9.56705  1190.45  9304.31 3.29 2.93  14.7 -0.535 17.11 16.83 02a57852o0800o
57856.636657  13.593  0.009 13264  122 o  0 2237.77 278.53578   9.56705  2287.77  7592.71 3.62 3.41  37.4 -0.465 17.05 17.18 02a57856o0103o
57876.619247  14.332  0.010  6715   69 o  0 1513.82 278.53578   9.56705  9730.58  1296.46 3.15 2.10  22.5 -0.629 19.32 20.51 02a57876o0634o
57881.615836  13.361  0.004 16427   63 o  0 2335.55 278.53578   9.56705  7454.14   952.60 3.38 3.17 -55.5 -0.519 18.94 20.33 01a57881o0764o
57881.629837  13.610  0.009 13056  114 o  0 1348.00 278.53578   9.56705  7474.38   991.91 3.58 3.31 -61.5 -0.482 17.26 17.42 01a57881o0790o
57882.546278  13.479  0.003 14736   51 o  0 5145.13 278.53578   9.56705  2660.58  7490.82 2.96 2.87 -21.9 -0.456 18.73 19.68 01a57882o0502o
57882.560699  13.473  0.004 14823   56 o  0 6039.59 278.53578   9.56705  2639.13  7448.41 2.87 2.79 -60.5 -0.474 18.69 19.64 01a57882o0529o
57882.575718  13.401  0.004 15833   56 o  0 1344.98 278.53578   9.56705  7879.80  2991.37 3.11 3.04  53.1 -0.485 18.71 19.65 01a57882o0556o
57882.590736  13.392  0.004 15963   56 o  0 1453.23 278.53578   9.56705  7861.79  3108.38 3.18 3.11  59.9 -0.486 18.76 19.73 01a57882o0583o
57883.497702  13.355  0.005 16524   87 o  0 912.41 278.53578   9.56705  8155.92  1233.07 3.29 2.33  26.1 -0.526 18.61 19.17 02a57883o0510o
57883.515249  13.374  0.004 16236   69 o  0 586.01 278.53578   9.56705  8178.38  1273.98 3.52 2.37  29.4 -0.519 18.58 19.20 02a57883o0542o
57883.534708  13.408  0.004 15738   67 o  0 2184.42 278.53578   9.56705  8124.20  1194.88 3.76 2.42  34.7 -0.571 18.72 19.25 02a57883o0578o
57883.553290  13.495  0.006 14517   90 o  0 1181.75 278.53578   9.56705  8103.37  1314.56 3.68 2.40  36.4 -0.544 17.91 18.19 02a57883o0613o
57883.571836  13.436  0.005 15329   76 o  0 1584.73 278.53578   9.56705  8140.34  1257.07 3.69 2.46  35.0 -0.543 18.15 18.50 02a57883o0648o
57884.460418  13.437  0.005 15325   69 o  0 371.24 278.53578   9.56705  7890.39  2125.87 3.04 2.22  33.6 -0.543 18.56 18.93 02a57884o0267o
57884.476900  13.422  0.005 15526   76 o  0 343.50 278.53578   9.56705  7908.48  2166.94 2.99 2.19  33.3 -0.535 18.62 19.01 02a57884o0298o
57884.485494  13.450  0.005 15133   72 o  0 268.79 278.53578   9.56705  7850.18  2090.35 3.16 2.26  28.7 -0.546 18.64 19.04 02a57884o0313o
57884.497330  13.392  0.004 15962   60 o  0 378.68 278.53578   9.56705  7828.99  2207.94 3.14 2.20  33.7 -0.573 18.69 19.07 02a57884o0335o
57884.509255  13.410  0.004 15704   66 o  0 259.41 278.53578   9.56705  7866.12  2150.16 3.17 2.31  31.7 -0.557 18.63 19.07 02a57884o0357o
57886.596518  13.388  0.004 16023   65 o  0 3894.05 278.53578   9.56705   990.02  9707.58 3.50 3.31  -2.0 -0.481 18.56 19.41 01a57886o0770o
57886.620500  13.390  0.004 15990   57 o  0 5039.28 278.53578   9.56705   961.83  9765.76 3.44 3.24 -71.3 -0.489 18.35 18.98 01a57886o0819o
57886.627008  13.574  0.008 13503  107 o  0 1347.25 278.53578   9.56705  8332.20   107.12 3.69 3.29  41.6 -0.489 17.50 17.68 01a57886o0832o
57888.611588  13.485  0.004 14658   57 o  0 225.27 278.53578   9.56705  1147.55  7921.22 2.39 2.32 -60.9 -0.466 18.84 19.45 02a57888o0122o
57892.599773  13.314  0.003 17150   56 o  0 12114.69 278.53578   9.56705  7394.46    75.77 4.14 2.49  41.6 -0.467 19.39 20.65 02a57892o0685o
57892.604113  13.377  0.004 16184   58 o  0 200.50 278.53578   9.56705  9664.85  9840.88 2.41 2.04  16.3 -0.561 19.38 20.55 02a57892o0693o
57892.616364  13.343  0.004 16702   62 o  0 261.83 278.53578   9.56705  9645.44  9803.86 2.46 2.09  17.7 -0.539 19.25 20.07 02a57892o0716o
57900.567966  13.908  0.003  9924   34 c  0 1101.39 278.53578   9.56705   966.27  8285.00 2.45 2.29   5.6 -0.490 19.75 21.58 02a57900o0605c
57900.600814  13.935  0.004  9680   37 c  0 913.96 278.53578   9.56705  1009.07  8320.21 2.46 2.32   0.0 -0.494 19.67 21.47 02a57900o0667c
57900.618067  14.046  0.006  8743   50 c  0 503.05 278.53578   9.56705  1030.81  8201.63 2.46 2.31  -3.7 -0.523 18.76 19.60 02a57900o0700c
57901.615508  13.341  0.003 16734   57 o  0 13666.84 278.53578   9.56705  9736.93  2641.26 4.30 3.36 -67.4 -0.504 18.81 20.44 01a57901o0554o
57902.612463  13.356  0.004 16504   68 o  0 2782.07 278.53578   9.56705  9522.58   825.55 3.38 2.88 -72.8 -0.505 18.61 20.25 01a57902o0748o
57904.520671  13.987  0.003  9232   31 c  0 27735.34 278.53578   9.56705  9518.61  8664.77 3.14 2.83  12.7 -0.407 19.62 21.56 02a57904o0362c
57904.523710  13.973  0.004  9350   34 c  0 6149.83 278.53578   9.56705  9499.41  8625.96 3.16 2.85  15.6 -0.401 19.60 21.56 02a57904o0368c
57904.547706  13.986  0.003  9235   30 c  0 8226.72 278.53578   9.56705  9554.67  8709.04 3.06 2.76  15.7 -0.407 19.65 21.55 02a57904o0414c
57904.572122  13.989  0.004  9216   34 c  0 7218.73 278.53578   9.56705  9576.28  8592.40 3.01 2.78  15.5 -0.410 19.63 21.55 02a57904o0460c
57904.574655  13.955  0.003  9504   33 c  0 8371.20 278.53578   9.56705  9537.34  8649.55 3.08 2.83  17.5 -0.407 19.59 21.56 02a57904o0465c
57905.599407  13.403  0.004 15803   63 o  0 7432.83 278.53578   9.56705 10057.60 10112.74 4.41 3.10 -51.4 -0.434 19.14 20.75 01a57905o0463o
57905.616067  13.455  0.004 15071   62 o  0 4591.85 278.53578   9.56705 10094.07 10214.83 4.49 3.09 -52.0 -0.417 18.67 19.55 01a57905o0496o
57905.619548  13.450  0.005 15138   72 o  0 562.70 278.53578   9.56705  7602.83   526.31 3.31 2.97 -66.9 -0.524 18.11 18.65 01a57905o0503o
57906.600949  13.328  0.003 16943   54 o  0 1146.58 278.53578   9.56705  6751.61  2861.72 3.07 2.86  68.5 -0.482 19.21 21.02 01a57906o0651o
57908.531183  13.344  0.003 16684   46 o  0 1682.60 278.53578   9.56705  1920.27  9220.37 2.64 2.50 -25.4 -0.472 19.22 20.49 02a57908o0564o
57908.535747  13.336  0.003 16811   46 o  0 7819.96 278.53578   9.56705  1902.46  9181.58 2.65 2.54 -36.7 -0.464 19.23 20.51 02a57908o0573o
57908.557992  13.399  0.003 15864   50 o  0 2255.44 278.53578   9.56705  1960.86  9256.38 2.64 2.53 -32.8 -0.476 19.20 20.47 02a57908o0614o
57908.583063  13.382  0.003 16119   48 o  0 10476.30 278.53578   9.56705  1983.31  9138.72 2.71 2.59 -31.5 -0.468 19.21 20.44 02a57908o0662o
57908.594195  13.379  0.003 16166   48 o  0 7554.85 278.53578   9.56705  1944.45  9200.01 2.77 2.65 -23.2 -0.475 19.18 20.46 02a57908o0682o
57909.557891  13.348  0.003 16627   51 o  0 1049.41 278.53578   9.56705 10307.72  9459.45 3.06 2.86  88.5 -0.447 19.27 20.68 01a57909o0641o
57909.574514  13.401  0.003 15832   54 o  0 370.95 278.53578   9.56705 10342.32  9565.80 3.01 2.80  79.9 -0.461 19.33 20.79 01a57909o0674o
57909.575011  13.348  0.003 16631   53 o  0 370.54 278.53578   9.56705   424.01  9631.66 2.83 2.53 -73.9 -0.578 19.22 20.86 01a57909o0675o
57909.590528  13.375  0.003 16217   52 o  0 2260.27 278.53578   9.56705 10297.19  9549.19 3.11 2.87  88.1 -0.458 19.28 20.71 01a57909o0706o
57909.591017  13.320  0.003 17056   51 o  0 1308.92 278.53578   9.56705   456.73  9732.77 2.88 2.50 -65.7 -0.571 19.19 20.78 01a57909o0707o
57909.606496  13.373  0.003 16255   54 o  0 1383.16 278.53578   9.56705 10294.02  9726.95 3.23 3.02 -89.5 -0.448 19.14 20.47 01a57909o0738o
57909.607495  13.327  0.003 16945   52 o  0 1352.69 278.53578   9.56705   411.75  9715.88 3.02 2.74 -60.2 -0.547 19.07 20.49 01a57909o0740o
57909.610492  15.412  0.320  2483  794 o  0   0.48 278.53578   9.56705  7808.58    39.87 3.28 3.04  76.3 -0.480 18.90 20.15 01a57909o0746o
57909.623612  13.496  0.007 14502  108 o  0 238.67 278.53578   9.56705   405.17  9891.40 3.10 2.69 -54.9 -0.549 17.53 17.38 01a57909o0772o
57910.533733  13.431  0.004 15407   60 o  0 1442.82 278.53578   9.56705  2335.14  9437.08 3.15 2.97  78.0 -0.463 18.55 19.61 01a57910o0591o
57910.549222  13.427  0.004 15459   64 o  0 491.51 278.53578   9.56705  2361.63  9538.59 3.17 2.96  77.7 -0.469 18.27 19.22 01a57910o0622o
57910.564633  13.382  0.003 16117   55 o  0 1047.50 278.53578   9.56705  2314.68  9522.33 3.04 2.75  87.4 -0.488 18.64 19.68 01a57910o0653o
57910.579591  13.399  0.006 15870   95 o  0 215.63 278.53578   9.56705  2303.71  9697.95 2.98 2.69  87.4 -0.493 18.00 18.99 01a57910o0683o
57912.478609  13.411  0.005 15685   84 o  0 114.40 278.53578   9.56705   193.60  1456.86 2.31 1.88  42.3 -0.610 18.05 18.42 02a57912o0237o
57912.485111  13.351  0.004 16579   67 o  0  92.35 278.53578   9.56705   453.23  9076.33 2.33 1.96  41.4 -0.542 18.50 19.06 02a57912o0250o
57912.498223  13.348  0.006 16634   92 o  0  75.03 278.53578   9.56705 10089.45  1438.05 2.25 2.10  58.9 -0.539 17.80 18.07 02a57912o0275o
57912.498714  13.369  0.006 16314  102 o  0  41.23 278.53578   9.56705   208.24  1338.38 2.22 1.84  40.6 -0.602 17.65 17.93 02a57912o0276o
57912.517707  13.463  0.005 14955   73 o  0 670.57 278.53578   9.56705 10112.68  1320.30 2.56 2.29  55.5 -0.536 17.97 18.53 02a57912o0312o
57912.518690  13.488  0.006 14619   84 o  0 111.75 278.53578   9.56705   172.73  1396.35 2.59 2.17  45.5 -0.584 17.80 18.26 02a57912o0314o
57912.538683  13.440  0.007 15276  114 o  0  82.80 278.53578   9.56705 10072.09  1384.49 2.37 2.16  55.3 -0.543 17.50 17.94 02a57912o0354o
57916.533328  13.421  0.004 15548   62 o  0 152.79 278.53578   9.56705  1599.95 10172.89 2.34 2.04  17.0 -0.507 18.52 19.04 02a57916o0269o
57916.543275  13.416  0.004 15623   59 o  0 289.19 278.53578   9.56705  9080.32   436.77 2.49 2.06  46.8 -0.500 18.61 19.23 02a57916o0287o
57916.551889  13.466  0.004 14914   59 o  0 278.31 278.53578   9.56705  1580.72 10133.98 2.58 2.18  24.8 -0.501 18.49 19.02 02a57916o0303o
57916.566507  13.430  0.004 15416   58 o  0 1756.95 278.53578   9.56705  1638.85 10208.98 2.62 2.08  21.1 -0.512 18.56 19.08 02a57916o0329o
57916.580578  13.448  0.005 15167   69 o  0 177.26 278.53578   9.56705  9121.40   474.77 2.71 2.26  43.6 -0.484 18.56 19.12 02a57916o0357o
57916.583533  13.498  0.004 14482   64 o  0 365.35 278.53578   9.56705  1662.50 10087.81 2.64 2.16  20.2 -0.501 18.48 18.98 02a57916o0363o
57916.600097  13.437  0.004 15316   65 o  0 293.79 278.53578   9.56705  9145.23   355.83 2.58 2.06  38.0 -0.491 18.54 19.06 02a57916o0396o
57916.601076  13.418  0.004 15582   68 o  0 408.46 278.53578   9.56705  1625.38 10145.61 2.58 1.98  20.7 -0.537 18.50 18.93 02a57916o0398o
57916.618317  13.573  0.008 13511  108 o  0 279.94 278.53578   9.56705  9108.67   413.52 2.74 2.17  38.8 -0.490 17.90 18.13 02a57916o0432o
57917.572636  13.354  0.004 16534   64 o  0 475.69 278.53578   9.56705  8003.62  2811.85 2.86 2.71  87.6 -0.499 18.43 19.21 01a57917o0554o
57917.588833  13.386  0.004 16047   58 o  0 498.78 278.53578   9.56705  8037.36  2909.37 2.98 2.83 -86.6 -0.489 18.70 19.56 01a57917o0586o
57917.604531  13.367  0.004 16344   58 o  0 1215.06 278.53578   9.56705  7993.93  2887.65 2.89 2.76 -79.0 -0.500 18.55 19.31 01a57917o0617o
57917.620226  13.410  0.005 15698   76 o  0 513.31 278.53578   9.56705  7989.99  3055.65 3.01 2.80 -84.2 -0.487 17.77 17.84 01a57917o0648o
57918.562288  13.419  0.003 15572   54 o  0 2267.36 278.53578   9.56705  9781.21  9912.70 3.20 2.86 -66.7 -0.466 18.95 20.06 01a57918o0648o
57918.564299  13.397  0.003 15900   54 o  0 3276.86 278.53578   9.56705  7297.35   243.51 3.08 2.78 -82.1 -0.497 18.84 19.98 01a57918o0652o
57918.578287  13.404  0.004 15788   57 o  0 639.99 278.53578   9.56705  9817.70 10013.03 3.23 2.89 -66.7 -0.449 18.93 19.96 01a57918o0680o
57918.580244  13.365  0.003 16368   55 o  0 1150.54 278.53578   9.56705  7328.88   344.14 2.96 2.76 -77.9 -0.501 18.82 19.91 01a57918o0684o
57918.594771  13.418  0.004 15594   58 o  0 1297.87 278.53578   9.56705  9774.10  9994.68 3.26 2.89 -62.3 -0.452 18.90 19.89 01a57918o0713o
57918.610738  13.408  0.004 15732   60 o  0 875.48 278.53578   9.56705  9771.86 10167.09 3.36 2.94 -55.6 -0.457 18.64 19.57 01a57918o0745o
57918.612853  13.379  0.004 16158   61 o  0 627.13 278.53578   9.56705  7282.68   496.58 2.89 2.76 -69.0 -0.497 18.60 19.40 01a57918o0749o
57919.486478  13.419  0.004 15577   56 o  0 3227.00 278.53578   9.56705  7136.44  1315.74 3.26 3.17  81.7 -0.459 18.90 20.33 01a57919o0483o
57919.495040  13.386  0.003 16057   55 o  0 6947.87 278.53578   9.56705  7158.93  1389.08 3.38 3.30  18.9 -0.440 18.88 20.29 01a57919o0500o
57919.504248  13.383  0.003 16102   52 o  0 1092.24 278.53578   9.56705  7104.69  1348.47 3.16 2.91  74.0 -0.468 18.97 20.30 01a57919o0518o
57919.512935  13.442  0.004 15241   57 o  0 3117.73 278.53578   9.56705  7091.46  1502.65 3.22 2.93  72.1 -0.467 18.96 20.27 01a57919o0535o
57923.485649  12.936  0.003 24306   75 o  0 6701.87 278.53578   9.56705  7950.15  2334.32 6.17 3.22  -0.1 -0.381 18.37 20.28 01a57923o0488o
57923.494760  13.031  0.003 22272   68 o  0 8244.80 278.53578   9.56705  7973.96  2409.76 5.55 3.16   0.5 -0.386 18.44 20.24 01a57923o0506o
57923.504452  13.333  0.003 16856   56 o  0 4103.66 278.53578   9.56705  7920.20  2371.73 3.04 2.85  75.6 -0.460 18.82 20.37 01a57923o0525o
57923.513643  13.333  0.004 16853   62 o  0 1571.12 278.53578   9.56705  7906.88  2525.54 3.02 2.82  69.2 -0.461 18.69 20.02 01a57923o0543o
57927.479958  13.344  0.003 16688   48 o  0 10809.03 278.53578   9.56705  9999.78   964.87 3.36 3.18  -1.4 -0.473 19.30 21.21 01a57927o0461o
57927.489018  13.363  0.003 16402   46 o  0 4060.04 278.53578   9.56705 10023.09  1040.90 3.05 2.99 -70.8 -0.502 19.32 21.17 01a57927o0479o
57927.492055  13.431  0.004 15408   59 o  0 2858.63 278.53578   9.56705   265.46  1111.87 3.68 2.90   2.0 -0.498 19.23 21.12 01a57927o0485o
57927.498661  13.382  0.003 16106   48 o  0 3692.80 278.53578   9.56705  9969.16  1002.79 3.08 2.98 -76.0 -0.495 19.34 21.16 01a57927o0498o
57927.501150  13.458  0.004 15025   56 o  0 344.53 278.53578   9.56705   290.33  1188.88 2.88 2.68  80.0 -0.576 19.33 21.13 01a57927o0503o
57927.507743  13.395  0.003 15920   49 o  0 4891.23 278.53578   9.56705  9954.40  1157.80 3.09 2.98 -80.2 -0.491 19.32 21.25 01a57927o0516o
57927.510795  13.440  0.004 15269   56 o  0 221.39 278.53578   9.56705   235.06  1148.40 2.80 2.59  76.7 -0.569 19.34 21.25 01a57927o0522o
57927.519932  13.482  0.004 14702   54 o  0 423.67 278.53578   9.56705   223.45  1302.32 2.83 2.61  77.4 -0.558 19.34 21.22 01a57927o0540o
57931.469700  12.974  0.003 23454   62 o  0 8597.29 278.53578   9.56705  7627.26  2364.07 5.86 3.24   0.4 -0.389 18.82 20.89 01a57931o0465o
57931.478811  13.131  0.003 20302   57 o  0 11482.07 278.53578   9.56705  7651.14  2439.52 4.90 3.31   0.5 -0.397 19.02 21.15 01a57931o0483o
57931.488476  13.306  0.003 17288   53 o  0 6125.45 278.53578   9.56705  7597.53  2401.11 3.18 2.93  74.7 -0.458 19.11 20.99 01a57931o0502o
57931.497622  13.329  0.003 16918   51 o  0 2619.05 278.53578   9.56705  7584.03  2554.68 3.13 2.87  67.8 -0.462 19.32 21.17 01a57931o0520o
57932.453579  13.434  0.004 15357   54 o  0 6110.76 278.53578   9.56705 10013.95 10315.14 3.43 3.07  43.7 -0.438 19.39 21.48 01a57932o0411o
57932.459058  13.443  0.003 15238   53 o  0 1119.71 278.53578   9.56705 10036.88 10377.98 3.39 2.94  57.6 -0.452 19.42 21.49 01a57932o0421o
57932.474631  13.434  0.004 15354   56 o  0 781.56 278.53578   9.56705  9984.82 10363.03 3.28 2.92  60.1 -0.450 19.51 21.50 01a57932o0449o
57932.482595  13.540  0.006 13930   90 o  0 658.08 278.53578   9.56705  9970.35 10514.03 3.20 2.85  58.5 -0.476 19.48 21.49 01a57932o0464o
57935.429098  13.072  0.003 21432   59 o  0 7841.88 278.53578   9.56705  9926.14  2473.93 5.58 3.20  -2.1 -0.418 19.06 21.18 01a57935o0379o
57935.437600  13.411  0.003 15689   51 o  0 4619.65 278.53578   9.56705  9948.46  2545.82 3.08 3.01 -15.9 -0.473 19.37 21.31 01a57935o0396o
57935.443107  13.153  0.003 19898   55 o  0 12079.99 278.53578   9.56705   217.27  2626.99 5.20 2.90  -0.1 -0.464 19.10 21.36 01a57935o0407o
57935.446058  13.382  0.003 16121   47 o  0 4336.23 278.53578   9.56705  9893.18  2502.80 3.07 3.01  -9.8 -0.470 19.36 21.45 01a57935o0413o
57935.451572  13.409  0.003 15716   54 o  0 825.04 278.53578   9.56705   240.69  2699.51 2.94 2.84  62.6 -0.532 19.36 21.54 01a57935o0424o
57935.454582  13.402  0.003 15826   54 o  0 3572.85 278.53578   9.56705  9877.39  2654.69 3.43 3.08  -0.5 -0.450 19.41 21.60 01a57935o0430o
57935.460082  13.426  0.004 15468   54 o  0 1224.92 278.53578   9.56705   184.82  2656.04 3.20 3.04  -6.2 -0.516 19.32 21.55 01a57935o0441o
57935.468480  13.382  0.003 16116   48 o  0 1092.66 278.53578   9.56705   170.52  2806.82 2.86 2.82  67.6 -0.550 19.34 21.61 01a57935o0458o
57937.440481  13.434  0.004 15360   64 o  0 1101.17 278.53578   9.56705   810.15 10379.12 3.09 2.20  23.4 -0.498 19.16 20.23 02a57937o0155o
57937.450314  13.425  0.004 15488   55 o  0 3843.82 278.53578   9.56705   790.78 10340.10 2.98 2.16  22.3 -0.507 19.22 20.25 02a57937o0173o
57937.459620  13.374  0.003 16239   56 o  0 4034.99 278.53578   9.56705   847.79 10417.72 3.04 2.21  22.1 -0.511 19.20 20.29 02a57937o0190o
57937.469354  13.408  0.004 15728   61 o  0 4636.01 278.53578   9.56705   869.32 10300.13 3.08 2.20  24.8 -0.506 19.21 20.29 02a57937o0208o
57939.437801  13.286  0.003 17608   61 o  0 5837.75 278.53578   9.56705  8641.10  1931.72 3.88 3.19  -6.7 -0.464 18.71 20.01 01a57939o0395o
57939.446965  13.242  0.003 18328   58 o  0 11086.09 278.53578   9.56705  8664.16  2007.32 4.41 3.33  -5.0 -0.428 18.66 19.98 01a57939o0413o
57939.455592  13.392  0.003 15968   54 o  0 3612.98 278.53578   9.56705  8609.47  1965.63 3.25 3.14 -61.7 -0.475 18.75 19.97 01a57939o0430o
57939.464852  13.340  0.003 16748   52 o  0 1659.45 278.53578   9.56705  8593.83  2120.10 3.13 2.83 -70.1 -0.502 18.79 19.96 01a57939o0448o
57944.432511  13.536  0.011 13988  149 o  0 136.99 278.53578   9.56705    54.14  8928.99 3.04 2.62 -60.0 -0.519 17.65 18.72 01a57944o0262o
57944.433011  13.480  0.005 14720   73 o  0 546.52 278.53578   9.56705  9935.96  8827.14 3.28 3.12 -70.8 -0.447 18.53 19.47 01a57944o0263o
